PID,barcode,proname,uom,Category,Packing,Packingqty,Type,Comp Name,Pur Price,Sale Price
1432,,Sunsilk Black Conditioner 180 Ml,,,,,,Tariq Super Stot,280.00,310.00
1046,,Sunsilk black Shine 400 Ml,,,,,,Tariq Super Stot,650.00,720.00
242,,Sunsilk Shampoo 180 ml,,,,,,Tariq Super Stot,363.75,420.00
243,,Sunsilk Shampoo 90 ml,,,,,,Tariq Super Stot,165.00,190.00
1030,,sunsli thik long Conditioner,,,,,,Tariq Super Stot,370.00,399.00
1029,,sunslik Antihairfall Conditioner,,,,,,Tariq Super Stot,280.00,330.00
1993,,Super Bleach,,,,,,Tariq Super Stot,146.25,190.00
1666,,Super Corn Oil 1 ltr,,,,,,Tariq Super Stot,550.00,580.00
1860,,Super Crisp  Masala,,,,,,Tariq Super Stot,86.67,100.00
1281,,Super Crisp Chips,,,,,,Tariq Super Stot,24.70,30.00
1989,,Super Crisp Nimko Mix,,,,,,Tariq Super Stot,74.16,80.00
1994,,Super Harpic 250 ml,,,,,,Tariq Super Stot,138.54,190.00
1428,,Super phenyle 3 ltr,,,,,,Tariq Super Stot,224.00,280.00
1426,,Super power harpic,,,,,,Tariq Super Stot,230.99,270.00
1427,,Super Sweeper 1ltr,,,,,,Tariq Super Stot,240.00,280.00
1423,,Super Sweeper 600 ml,,,,,,Tariq Super Stot,188.00,220.00
1187,,Superme 190 G,,,,,,Tariq Super Stot,242.00,260.00
1980,,Supreme 190 G,,,,,,Tariq Super Stot,314.93,340.00
1165,,Supreme 475 Gm,,,,,,Tariq Super Stot,712.66,780.00
1188,,Supreme 85 G,,,,,,Tariq Super Stot,164.00,170.00
838,,Supreme Danedar 85Gm,,,,,,Tariq Super Stot,140.00,180.00
1917,,Surf  excel Liquid  450ml,,,,,,Tariq Super Stot,378.50,420.00
1918,,Surf  excel Liquid 900ml,,,,,,Tariq Super Stot,717.33,799.00
1494,,Surf Excel Matlic Top Load 1 kg,,,,,,Tariq Super Stot,560.00,700.00
2272,,Surf excel Rs .50/-,,,,,,Tariq Super Stot,46.50,50.00
89743,,Surf excel Rs 100/-,,,,,,Tariq Super Stot,93.00,100.00
89725,,Surprise Egg,,,,,,Tariq Super Stot,32.00,50.00
1076,,Sweet Corn Mithells 850 g,,,,,,Tariq Super Stot,230.00,300.00
89729,,Sweet Pop RS 100,,,,,,Tariq Super Stot,79.00,100.00
1307,,Swiss Cake Rs 10,,,,,,Tariq Super Stot,8.75,10.00
89739,,Swiss Choclate Spread 280 G,,,,,,Tariq Super Stot,475.00,550.00
89660,,Takhum Blango 100 G,,,,,,Tariq Super Stot,145.00,160.00
856,,Tang Mango Jar 500 g,,,,,,Tariq Super Stot,465.00,500.00
1965,,Tapal Dane Dar 16 G,,,,,,Tariq Super Stot,18.50,20.00
1964,,Tapal Dane Dar Jar 440 g,,,,,,Tariq Super Stot,773.90,820.00
1107,,Tapal dane Dar Rs 99,,,,,,Tariq Super Stot,93.15,99.00
1186,,Tapal dane DarPouch 190 G,,,,,,Tariq Super Stot,292.35,330.00
1511,,Tapal Danedar 95 G,,,,,,Tariq Super Stot,160.00,170.00
1510,,Tapal Green Tea Lemon,,,,,,Tariq Super Stot,157.00,200.00
2227,,Tapal Green Tea Lemon grass,,,,,,Tariq Super Stot,200.00,220.00
1853,,Tapal tea bag,,,,,,Tariq Super Stot,130.00,160.00
2079,,Tapala family Mixture Jar,,,,,,Tariq Super Stot,616.33,820.00
965,,Tarra Dairy,,,,,,Tariq Super Stot,350.00,430.00
1256,,Tattos 20,,,,,,Tariq Super Stot,15.00,20.00
1946,,Tea  partnner Rs 10,,,,,,Tariq Super Stot,8.67,10.00
1945,,Tea  partnner Rs 5,,,,,,Tariq Super Stot,4.34,5.00
1681,,Tea Time Rs 10,,,,,,Tariq Super Stot,8.69,10.00
1682,,Tea Time Rs 20,,,,,,Tariq Super Stot,17.36,20.00
1961,,Tea Time Rs 30,,,,,,Tariq Super Stot,26.67,30.00
844,,Teen Packs Pepsi Brands,,,,,,Tariq Super Stot,67.50,90.00
1128,,Tempo Glu Stick,,,,,,Tariq Super Stot,60.00,70.00
2021,,Tempo Marker Colour,,,,,,Tariq Super Stot,50.00,90.00
1942,,Tempura Fish Menu 500 G,,,,,,Tariq Super Stot,831.00,970.00
89642,,Tez dum Tapal 530 G,,,,,,Tariq Super Stot,839.00,900.00
1981,,Tibet Cold Cream 60 Ml,,,,,,Tariq Super Stot,152.00,180.00
1635,,Tibet Deluxe soap 125 g,,,,,,Tariq Super Stot,91.69,100.00
272,,Tibet Powder,,,,,,Tariq Super Stot,128.00,150.00
254,,Tibet Saow,,,,,,Tariq Super Stot,162.00,180.00
194,,Tiger Moskik 325 ml,,,,,,Tariq Super Stot,240.00,280.00
195,,Tiger Moskik 500 ml,,,,,,Tariq Super Stot,320.00,350.00
1135,,Tiger Moskik Coil,,,,,,Tariq Super Stot,70.00,90.00
1203,,Tiger Powder Insect Killer,,,,,,Tariq Super Stot,42.00,80.00
1702,,Tiger RS 10,,,,,,Tariq Super Stot,9.46,10.00
1800,,Tikka Bites 350 G,,,,,,Tariq Super Stot,414.00,500.00
1791,,Tikka Bites Menu 500 G,,,,,,Tariq Super Stot,756.33,830.00
1313,,Tikka macaroni,,,,,,Tariq Super Stot,110.00,130.00
1198,,Tikka Pizzetta K&N,,,,,,Tariq Super Stot,"1,091.00","1,230.00"
2230,,Timlee Candyland,,,,,,Tariq Super Stot,4.57,5.00
1303,,Tiuzer,,,,,,Tariq Super Stot,30.00,40.00
1308,,Toilet Brush,,,,,,Tariq Super Stot,120.00,160.00
1932,,Tooth Pick  ( floss ),,,,,,Tariq Super Stot,120.00,180.00
1933,,Tooth Pick jar,,,,,,Tariq Super Stot,100.00,150.00
1327,,Tooth Picks,,,,,,Tariq Super Stot,16.50,50.00
1000,,Toshiba,,,,,,Tariq Super Stot,68.00,80.00
1257,,Toshiba Cell D Size,,,,,,Tariq Super Stot,170.00,200.00
1047,,Toshiba Cell Small,,,,,,Tariq Super Stot,59.00,70.00
1225,,Toshiba Single,,,,,,Tariq Super Stot,27.00,40.00
89751,,Touchme Shaving Cream,,,,,,Tariq Super Stot,120.00,145.00
2100,,Train Spider,,,,,,Tariq Super Stot,280.00,350.00
1106,,Transperant Small 1 Inch,,,,,,Tariq Super Stot,50.00,80.00
1108,,Transperant Tape 2 Inch,,,,,,Tariq Super Stot,100.00,150.00
1660,,Treet Blade,,,,,,Tariq Super Stot,37.50,50.00
250,,Treet Hygiene Razor,,,,,,Tariq Super Stot,34.38,40.00
1206,,Treet King Blade,,,,,,Tariq Super Stot,70.00,80.00
89670,,Treseme red Shampo 360 Ml,,,,,,Tariq Super Stot,733.00,850.00
1493,,Tresemme Conditioner 170 Ml,,,,,,Tariq Super Stot,317.66,370.00
1902,,Tresemme Conditioner 400ml,,,,,,Tariq Super Stot,733.00,850.00
1656,,Tresemme Keratin 170 Ml,,,,,,Tariq Super Stot,310.00,340.00
1517,,Tresemme Keratin 370 Ml,,,,,,Tariq Super Stot,491.52,570.00
2184,,Tresemme Shampo 360ml Red,,,,,,Tariq Super Stot,455.20,530.00
2183,,Tresemme Shampoo 360ml Black,,,,,,Tariq Super Stot,541.30,630.00
89662,,Tresemme Shampoo 650 ml,,,,,,Tariq Super Stot,930.00,"1,000.00"
1750,,Tresme Conditioner 370 Ml,,,,,,Tariq Super Stot,506.33,590.00
89677,,Tresme Shampoo Black 360 Ml,,,,,,Tariq Super Stot,730.00,850.00
2010,,Trio pack Bake Parlor 300 Ml,,,,,,Tariq Super Stot,340.00,390.00
2229,,TRippy Jojo,,,,,,Tariq Super Stot,3.92,5.00
1231,,Tropic Choclate Bar 20,,,,,,Tariq Super Stot,16.67,20.00
1862,,Tuc Biscuits Rs 30/-,,,,,,Tariq Super Stot,25.63,30.00
89755,,Tuc Bites RS 20,,,,,,Tariq Super Stot,17.50,20.00
89667,,Tuc Rs 10,,,,,,Tariq Super Stot,9.00,10.00
1825,,Tulip Pop up Rosre petal Rs 140,,,,,,Tariq Super Stot,101.00,140.00
89702,,tulip Pop up Rs 200,,,,,,Tariq Super Stot,171.20,200.00
1589,,Tulip Regular tissu rose petal,,,,,,Tariq Super Stot,141.11,165.00
1525,,Tulip Roll Pink Rose Petal,,,,,,Tariq Super Stot,41.39,50.00
1526,,Tulip Roll White Rose Petal,,,,,,Tariq Super Stot,76.20,90.00
1824,,Tulip Slim Rose petal Rs 50,,,,,,Tariq Super Stot,54.00,60.00
2265,,Tullo Banaspati,,,,,,Tariq Super Stot,480.00,580.00
1719,,Tullo Cooking Oil,,,,,,Tariq Super Stot,555.00,625.00
960,,Tullo Oil 3 Ltr,,,,,,Tariq Super Stot,"1,500.00","1,600.00"
1017,,Twenty 4 choclete,,,,,,Tariq Super Stot,8.66,10.00
1811,,Twich Masla Rs 20,,,,,,Tariq Super Stot,18.35,20.00
89728,,Twirl Pop RS,,,,,,Tariq Super Stot,26.00,40.00
2158,,Twister Rs 10,,,,,,Tariq Super Stot,8.70,10.00
1284,,Twister Rs.20,,,,,,Tariq Super Stot,18.34,20.00
1013,,Twisto eclair pouch Rs 30,,,,,,Tariq Super Stot,20.00,30.00
1016,,Twisto R.s..3,,,,,,Tariq Super Stot,2.15,3.00
2282,,UBC cream Beauty,,,,,,Tariq Super Stot,140.00,250.00
1498,,Udy Body sapry,,,,,,Tariq Super Stot,280.00,350.00
939,,Uhu,,,,,,Tariq Super Stot,39.00,50.00
2086,,Uhu Mediunm,,,,,,Tariq Super Stot,88.00,120.00
1565,,Uhu Tube Large,,,,,,Tariq Super Stot,205.00,240.00
915,,Urdo Marker,,,,,,Tariq Super Stot,8.50,10.00
1465,,Vanilla 1 ltr walls,,,,,,Tariq Super Stot,352.75,420.00
1196,,Vanilla Cup Walls 30,,,,,,Tariq Super Stot,34.40,40.00
2013,,Vanilla Flavor,,,,,,Tariq Super Stot,100.00,120.00
89718,,Vanilla Kewra Biryani Essence Food Net,,,,,,Tariq Super Stot,85.00,100.00
1551,,Vaseline Hair Tonic 100 Ml,,,,,,Tariq Super Stot,140.00,170.00
1552,,Vaseline Jelly 50 ml,,,,,,Tariq Super Stot,80.00,100.00
1078,,Vaseline Lotion 100 Ml,,,,,,Tariq Super Stot,305.00,350.00
1012,,Vaseline Lotion 200 Ml,,,,,,Tariq Super Stot,480.00,520.00
1807,,Vatika Hair Oil,,,,,,Tariq Super Stot,278.34,310.00
2165,,Vatika Oil 200ml,,,,,,Tariq Super Stot,413.00,460.00
89686,,Vatika Shampo 360 ml,,,,,,Tariq Super Stot,548.00,610.00
1461,,Vatika Shampoo 185 Ml,,,,,,Tariq Super Stot,359.00,400.00
1019,,Veet  Cream Tube small,,,,,,Tariq Super Stot,170.00,200.00
1068,,Veet Hair Remover Jar small,,,,,,Tariq Super Stot,190.00,235.00
1657,,Veet Jar Large 80 G,,,,,,Tariq Super Stot,292.00,325.00
1499,,Veet jar small,,,,,,Tariq Super Stot,190.00,235.00
1658,,Veet Tube Large 50 G,,,,,,Tariq Super Stot,299.00,325.00
1018,,Veet Wax Strip Box,,,,,,Tariq Super Stot,325.00,380.00
1892,,Veet Wax Strips,,,,,,Tariq Super Stot,374.00,430.00
2147,,Vicks  Rs 5,,,,,,Tariq Super Stot,4.00,5.00
992,,Vigurine,,,,,,Tariq Super Stot,70.00,100.00
89669,,Vim Bar 230gm,,,,,,Tariq Super Stot,69.81,75.00
1386,,Vim Bar Double Pack,,,,,,Tariq Super Stot,120.00,130.00
1665,,Vim Gel Yellow 500 Ml,,,,,,Tariq Super Stot,413.16,450.00
1277,,Vim Gell Green 250 Ml,,,,,,Tariq Super Stot,224.00,240.00
2093,,Vim powder 400 G,,,,,,Tariq Super Stot,64.91,70.00
2188,,Virsa Hankies Tissue Box,,,,,,Tariq Super Stot,213.75,250.00
878,,Vital Pink Salt,,,,,,Tariq Super Stot,53.00,60.00
89692,,Walls Choc Stick RS 30,,,,,,Tariq Super Stot,25.77,30.00
89700,,walls King kulfa Half ltr,,,,,,Tariq Super Stot,226.99,270.00
1885,,Walls Mango Cup Small 30,,,,,,Tariq Super Stot,34.37,40.00
89690,,Walls Raspberry RS 10,,,,,,Tariq Super Stot,8.50,10.00
2318,,Watch Gift,,,,,,Tariq Super Stot,380.00,450.00
941,,Water bote 02,,,,,,Tariq Super Stot,280.00,380.00
942,,Water bote 02,,,,,,Tariq Super Stot,380.00,480.00
943,,Water bote 03,,,,,,Tariq Super Stot,330.00,430.00
944,,Water bote 04,,,,,,Tariq Super Stot,420.00,530.00
940,,Water botel 01,,,,,,Tariq Super Stot,160.00,200.00
1934,,Water Bottel  Large,,,,,,Tariq Super Stot,470.00,580.00
954,,water colors,,,,,,Tariq Super Stot,80.00,100.00
1577,,Water Colour Cristal,,,,,,Tariq Super Stot,118.00,170.00
1109,,Water colour Kit Large,,,,,,Tariq Super Stot,190.00,220.00
1579,,Water Colour Packet Rs 190,,,,,,Tariq Super Stot,150.00,190.00
1806,,Wavy BBQ 75,,,,,,Tariq Super Stot,69.16,75.00
862,,Wavy BBQ Flamin Hot 35 G,,,,,,Tariq Super Stot,27.91,30.00
1409,,Wavy Maxican 35 G 30,,,,,,Tariq Super Stot,27.80,30.00
89711,,Wheat Porrdige Food Net 75 G,,,,,,Tariq Super Stot,65.00,80.00
1437,,Wheat Porridge 250G,,,,,,Tariq Super Stot,132.00,145.00
1558,,Wheatable Box rs 60,,,,,,Tariq Super Stot,79.00,90.00
1556,,Wheatable Half Rool Red,,,,,,Tariq Super Stot,35.00,40.00
1533,,Wheatable Rs 40,,,,,,Tariq Super Stot,35.00,40.00
1192,,Wheatble Biscut,,,,,,Tariq Super Stot,79.00,90.00
1683,,Whistlez Cake Rus Rs 15,,,,,,Tariq Super Stot,17.79,20.00
89716,,White Pepper Food Net,,,,,,Tariq Super Stot,170.00,200.00
1632,,Wiper Bathroom Size,,,,,,Tariq Super Stot,150.00,220.00
2048,,Wiper Brush,,,,,,Tariq Super Stot,240.00,290.00
2047,,Wiper Large,,,,,,Tariq Super Stot,300.00,380.00
1310,,Wiper Plastic,,,,,,Tariq Super Stot,280.00,290.00
1834,,Wish Card,,,,,,Tariq Super Stot,4.00,10.00
89665,,wispy king 20/-,,,,,,Tariq Super Stot,18.00,20.00
1928,,Wood Dairy,,,,,,Tariq Super Stot,220.00,250.00
989,,Woodward,,,,,,Tariq Super Stot,80.00,94.00
2231,,You Candyland Rs 30,,,,,,Tariq Super Stot,26.90,30.00
2041,,You choclate Candyland Rs 50,,,,,,Tariq Super Stot,42.50,50.00
1529,,Youngs Chicken Spread 250 G,,,,,,Tariq Super Stot,274.00,330.00
1528,,Youngs Chicken Spread 500 g,,,,,,Tariq Super Stot,643.00,690.00
1531,,Youngs Choclate Spread 170 g,,,,,,Tariq Super Stot,251.00,290.00
1530,,Youngs Choclate Spread 360 G,,,,,,Tariq Super Stot,438.00,530.00
1741,,Youngs Mayo Red Chilli 500 Ml,,,,,,Tariq Super Stot,310.00,340.00
1325,,Youngs Mayonise 250 g,,,,,,Tariq Super Stot,159.00,190.00
1914,,Youngs Mayoniz 1000 G,,,,,,Tariq Super Stot,438.00,650.00
1326,,Youngs Mayoniz 500 G,,,,,,Tariq Super Stot,337.00,370.00
2054,,Yums Bunty rs 10,,,,,,Tariq Super Stot,8.59,10.00
89655,,yums Fruity,,,,,,Tariq Super Stot,17.92,20.00
1397,,Zarda Colour 10,,,,,,Tariq Super Stot,7.00,10.00
1694,,zeera plus +Bakeri  famly  pak,,,,,,Tariq Super Stot,42.85,50.00
873,,Zera 100 g,,,,,,Tariq Super Stot,238.00,250.00
2323,,Zera Biscuit Bisconi,,,,,,Tariq Super Stot,13.50,15.00
1720,,Zera Biscuits Bisconi rs 30,,,,,,Tariq Super Stot,26.00,30.00
89738,,Zera plus RS 40,,,,,,Tariq Super Stot,35.80,40.00
1190,,Zera?Nankhtai Rs 10,,,,,,Tariq Super Stot,9.50,10.00
89754,,Zia Food Jam 200 G,,,,,,Tariq Super Stot,170.00,200.00
1826,,Zoop Roll Double Pack,,,,,,Tariq Super Stot,450.00,520.00
89680,,Arena Gold Herbal Cream,,,,,,Shan masla,190.00,250.00
89676,,Cinema Pop Nosh Rs 100,,,,,,Shan masla,90.00,100.00
1143,,Cricket Ball  Speed,,,,,,Shan masla,217.00,280.00
1191,,Mumbai Supary Rs 5,,,,,,Shan masla,4.58,5.00
89668,,Packing Bag large Rs 15,,,,,,Shan masla,15.00,15.00
1171,,Peanut Pik Rs 30,,,,,,Shan masla,9.20,30.00
1170,,Salt  Rs 10,,,,,,Shan masla,7.00,10.00
215,,Shan Chaat Masla,,,,,,Shan masla,46.00,55.00
217,,Shan Mixed Pickle,,,,,,Shan masla,330.00,430.00
216,,Shan Mixed Pickle,,,,,,Shan masla,146.00,190.00
218,,Shan Shahi Haleem Mix,,,,,,Shan masla,165.00,175.00
299,,Soop Noodle Chotto,,,,,,Shan masla,18.50,20.00
1152,,Sparkle 70 Gm,,,,,,Shan masla,64.00,70.00
1297,,Surf Excel 500 Gm,,,,,,Shan masla,267.00,300.00
229,,Ariel  1000 gm,,,,,,P&G,594.40,650.00
228,,Ariel  500 gm,,,,,,P&G,297.30,325.00
233,,Butter Fly Maxi Thick Pink,,,,,,P&G,105.75,150.00
230,,Gillette 2 Razor,,,,,,P&G,91.50,140.00
231,,Gillette Bllue 2 Plus,,,,,,P&G,158.17,190.00
232,,Gillette Blue 3,,,,,,P&G,264.05,300.00
220,,Head Shoulder Shampoo  185 ml,,,,,,P&G,448.90,500.00
221,,Head Shoulder Shampoo  360 ml,,,,,,P&G,794.00,900.00
219,,Head Shoulder Shampoo 75ml,,,,,,P&G,197.34,220.00
223,,Pantene Shampoo 185 ml,,,,,,P&G,397.00,450.00
224,,Pantene Shampoo 360 ml,,,,,,P&G,718.33,800.00
222,,Pantene Shampoo 75 ml,,,,,,P&G,170.00,190.00
225,,Safeguard Soap  100 gm,,,,,,P&G,101.33,120.00
226,,Safeguard Soap  135 gm,,,,,,P&G,153.62,170.00
227,,Safeguard Soap  Bundle,,,,,,P&G,440.20,495.00
234,,Tibet soap,,,,,,P&G,23.00,25.00
271,,Medora Powder,,,,,,Medora perfum,115.00,140.00
280,,Tapal Danedar 190 g,,,,,,Tapal Tea,325.00,330.00
281,,Tapal Danedar 475 g,,,,,,Tapal Tea,737.00,780.00
282,,Tapal Daner Tea 950 g,,,,,,Tapal Tea,"1,510.50","1,600.00"
285,,Tepal Family mix 190 g,,,,,,Tapal Tea,218.00,240.00
286,,Tepal Tezdum 190 g,,,,,,Tapal Tea,212.00,230.00
288,,Coca 345 Ml,,,,,,Vital Tea,53.90,70.00
287,,Vital Tea 450 g,,,,,,Vital Tea,523.00,550.00
289,,Vital Tea 90 g,,,,,,Vital Tea,117.50,150.00
293,,Sultan  Ghee 1 kg,,,,,,Sultan Ghee,450.00,480.00
292,,Sultan  Oil 1 liter,,,,,,Sultan Ghee,463.00,480.00
291,,Sultan Sursoon Oil  250 ml,,,,,,Sultan Ghee,120.00,160.00
326,,Coca Cola &sprite 1.5Ltr,,,,,,Coke,156.80,180.00
327,,Coca Cola &sprite 2.25Ltr,,,,,,Coke,204.00,240.00
324,,Coca cola 1 Ltr,,,,,,Coke,128.40,150.00
325,,Coca cola 750 Ml,,,,,,Coke,86.10,110.00
117,,National Recipe Mix,,,,,,Coke,97.00,120.00
298,,Sharbat Ilacheen,,,,,,Coke,297.50,350.00
329,,Dalda Oil 1 Ltr,,,,,,Dalda Ghee,600.00,645.00
330,,Habib Oil 1Ltr,,,,,,Habib Oil,550.00,569.00
345,,Boneless Handi,,,,,,K&Ns,609.00,700.00
343,,Burger Patties 400 g,,,,,,K&Ns,451.50,520.00
335,,Chapli Kabab 296 g,,,,,,K&Ns,412.00,470.00
340,,Chapli Kabab 888g,,,,,,K&Ns,"1,043.00","1,180.00"
339,,Chicken Chungs TIkka 700 g,,,,,,K&Ns,"1,029.50","1,190.00"
336,,Deline  Breakfast 720 g,,,,,,K&Ns,"1,017.00","1,102.00"
344,,Drum Sticks 1kg,,,,,,K&Ns,525.00,530.00
347,,Kofta 340g,,,,,,K&Ns,460.50,690.00
334,,Kofta 850 g,,,,,,K&Ns,"1,139.50","1,320.00"
332,,Nuggets 1kg,,,,,,K&Ns,"1,082.50","1,240.00"
338,,Nuggets 270 g,,,,,,K&Ns,394.33,490.00
348,,Qeema 500g,,,,,,K&Ns,609.00,700.00
346,,Samosa 420g,,,,,,K&Ns,722.50,840.00
342,,Seekh Kabab 205 g,,,,,,K&Ns,395.00,470.00
341,,Seekh Kabab 540g,,,,,,K&Ns,915.00,"1,120.00"
337,,Tender pops 260g,,,,,,K&Ns,408.00,490.00
333,,Tender Pops 780g,,,,,,K&Ns,"1,013.00","1,190.00"
